n_layer1,n_layer2,batch_norm,drop_rate,train_rmse,eval_rmse,test_rmse,train_mape,eval_mape,test_mape
32,16,True,0.5,1668.627197265625,1664.42041015625,1674.91455078125,9.782556533813477,9.892894744873047,9.969269752502441
64,32,True,0.5,1527.262451171875,1515.1700439453125,1526.616943359375,8.748678207397461,8.777685165405273,8.86408519744873
128,64,True,0.5,1340.708251953125,1411.7633056640625,1369.0501708984375,7.3653340339660645,7.474949836730957,7.583474636077881
256,128,True,0.5,1274.5465087890625,1376.437255859375,1293.289794921875,7.039235591888428,7.191198348999023,7.238548755645752
512,256,True,0.5,1189.9481201171875,1239.15771484375,1245.087890625,6.714095592498779,6.950721263885498,6.9929094314575195
8,16,False,0.5,2270.87255859375,2211.21875,2226.2509765625,12.772133827209473,12.59981632232666,12.789173126220703
16,32,False,0.5,1953.061767578125,1903.0728759765625,1914.6944580078125,11.56121826171875,11.393584251403809,11.541596412658691
32,64,False,0.5,1681.0948486328125,1657.2542724609375,1661.7291259765625,10.300968170166016,10.27175235748291,10.370573997497559
64,128,False,0.5,1487.277587890625,1471.76513671875,1477.460205078125,8.680988311767578,8.661399841308594,8.801854133605957
128,256,False,0.5,1223.47509765625,1251.7364501953125,1254.120849609375,7.284720420837402,7.3654632568359375,7.507457256317139
256,512,False,0.5,1141.46826171875,1176.416748046875,1176.5577392578125,6.751087188720703,6.900547027587891,7.023258686065674
8,8,False,0.5,3640.00244140625,3576.587890625,3606.86376953125,23.168922424316406,23.01359748840332,23.25598907470703
16,16,False,0.5,2307.830322265625,2243.031982421875,2267.100341796875,12.80075740814209,12.623706817626953,12.803446769714355
32,32,False,0.5,2096.640380859375,2030.0721435546875,2053.8056640625,11.94929027557373,11.726343154907227,11.916590690612793
64,64,False,0.5,1843.2032470703125,1796.3243408203125,1813.796142578125,10.397160530090332,10.27099323272705,10.400972366333008
128,128,False,0.5,1592.1065673828125,1573.9730224609375,1570.0321044921875,8.885268211364746,8.877849578857422,8.973237037658691
256,256,False,0.5,1296.38427734375,1307.029541015625,1307.4027099609375,7.4313836097717285,7.497344493865967,7.622058391571045
512,512,False,0.5,1130.9427490234375,1159.7061767578125,1169.2930908203125,6.79933500289917,6.985027313232422,7.110299110412598
16,8,False,0.5,3082.813720703125,3014.1181640625,3045.117431640625,18.433805465698242,18.24409294128418,18.52709197998047
32,16,False,0.5,2353.5361328125,2285.70458984375,2310.614013671875,13.294057846069336,13.125542640686035,13.318026542663574
64,32,False,0.5,2017.17041015625,1961.073974609375,1982.24951171875,11.407441139221191,11.255345344543457,11.412931442260742
128,64,False,0.5,1742.6690673828125,1704.5457763671875,1717.6253662109375,9.721223831176758,9.678529739379883,9.78857707977295
256,128,False,0.5,1446.9283447265625,1445.9036865234375,1452.135009765625,8.117080688476562,8.186202049255371,8.284330368041992
512,256,False,0.5,1207.3929443359375,1224.3045654296875,1231.4324951171875,7.01738977432251,7.16588020324707,7.270627498626709
